Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Reves;Barrido Fuerte;Match Duration
Line Kjaersfeldt;"13;-57 (1)";13;6;9;1666640;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;;;
Clara Azurmendi;"15;55 (4)";13;7;12;1668400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-55 (2)";13;8;9;1668400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"12;62 (1)";13;9;12;1668400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT LENGTH;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (53);13;;;1673680;15680;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (54);14;;;1689360;10520;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;24 (4)";14;1;6;1687360;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand short service;8;;Construccion;;;;;
Line Kjaersfeldt;"13;-18 (1)";14;2;1;1688520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"13;14 (1)";14;3;4;1688520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"12;-7 (2)";14;4;1;1689640;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"-14;55 (7)";14;5;9;1689640;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Line Kjaersfeldt;"-10;-56 (1)";14;6;12;1691520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-14;55 (8)";14;7;9;1691520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;-17 (3)";14;8;4;1691520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-14;11 (1)";14;9;1;1694440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"12;-57 (1)";14;10;9;1694440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;F;
Clara Azurmendi;"-3;32 (1)";14;11;6;1696680;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;;;;;Attack;;;;;
Line Kjaersfeldt;"12;-42 (1)";14;12;5;1697480;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (54);14;;;1699880;24360;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (55);15;;;1724240;3720;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;25 (3)";15;1;7;1722240;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand flick;11;;Construccion;;;;;
Line Kjaersfeldt;"-14;-54 (2)";15;2;12;1723360;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-14;16 (1)";15;3;1;1723360;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-56 (2)";15;4;9;1723360;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-4;1 (2)";15;5;2;1725960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (55);15;;;1727960;79280;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (56);16;;;1807240;10320;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-1;25 (4)";16;1;6;1805240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"2;-55 (1)";16;2;10;1806440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;10;;;;;Construccion;;;;;
Clara Azurmendi;"12;37 (1)";16;3;8;1806440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"-4;-40 (1)";16;4;7;1807280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Construccion;;;;;
Clara Azurmendi;"13;56 (1)";16;5;12;1807280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"13;-55 (3)";16;6;9;1808920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"13;56 (2)";16;7;12;1808920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"15;-56 (2)";16;8;9;1811040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"13;7 (3)";16;9;4;1811040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"12;-7 (3)";16;10;1;1811040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"-16;56 (1)";16;11;9;1811040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (56);16;;;1817560;18800;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (57);17;;;1836360;5520;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"2;-27 (3)";17;1;6;1834360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;6;;Construccion;;;;;
Clara Azurmendi;"-4;15 (1)";17;2;2;1835280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;Modificada;Construccion;;;;;
Line Kjaersfeldt;"10;-8 (2)";17;3;1;1835320;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"13;55 (4)";17;4;12;1836840;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Line Kjaersfeldt;"-14;-27 (1)";17;5;8;1839040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Clara Azurmendi;"-14;1 (3)";17;6;1;1839040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (57);17;;;1841880;15640;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (58);18;;;1857520;4520;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;25 (4)";18;1;7;1855520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;7;;Construccion;;;;;
Line Kjaersfeldt;"-10;-17 (2)";18;2;4;1856560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;Finta;Construccion;;;;;
Clara Azurmendi;"-14;11 (2)";18;3;1;1856600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;-7 (3)";18;4;4;1856600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-15;6 (1)";18;5;1;1858720;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Attack;;;;;
Line Kjaersfeldt;"-9;-11 (1)";18;6;4;1859520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (58);18;;;1862040;15040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (59);19;;;1877080;3560;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;25 (4)";19;1;6;1875080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand short service;6;;Construccion;;;;;
Line Kjaersfeldt;"4;-16 (2)";19;2;2;1876160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;;Construccion;;;;;
Clara Azurmendi;"14;15 (1)";19;3;4;1876160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"-15;-57 (1)";19;4;12;1876160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (59);19;;;1880640;13320;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (60);20;;;1893960;3480;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;25 (5)";20;1;7;1891960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;8;;Construccion;;;;;
Line Kjaersfeldt;"-14;-17 (4)";20;2;4;1893040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-14;55 (9)";20;3;9;1893040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Line Kjaersfeldt;"-14;-55 (9)";20;4;12;1893960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Clara Azurmendi;"16;41 (1)";20;5;8;1894800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (60);20;;;1897440;15000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (61);21;;;1912440;7680;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"-2;-27 (2)";21;1;7;1910440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;7;;Construccion;;;;;
Clara Azurmendi;"10;16 (1)";21;2;4;1911440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;Modificada;Construccion;;;;;
Line Kjaersfeldt;"14;-14 (2)";21;3;1;1911440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"14;53 (1)";21;4;12;1911440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"-15;-55 (5)";21;5;12;1913520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;F;
Clara Azurmendi;"-14;35 (2)";21;6;5;1914760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Line Kjaersfeldt;"14;-16 (1)";21;7;1;1914760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"14;55 (6)";21;8;12;1914760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Line Kjaersfeldt;"-15;-41 (1)";21;9;8;1914760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Clara Azurmendi;"-18;1 (1)";21;10;Out;1917680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT SIDE;;;;;Construccion;Error Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (61);21;;;1920120;20920;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (62);22;;;1941040;8120;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-1;24 (1)";22;1;6;1939040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;10;;Construccion;;;;;
Line Kjaersfeldt;"10;-54 (1)";22;2;9;1940120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"-14;55 (10)";22;3;9;1940120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;;;
Line Kjaersfeldt;"-13;-14 (2)";22;4;4;1941280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-14;11 (3)";22;5;1;1941280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Line Kjaersfeldt;"-14;-56 (2)";22;6;12;1943360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"13;55 (5)";22;7;12;1943360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"15;-54 (2)";22;8;9;1945240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"14;34 (1)";22;9;8;1946520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (62);22;;;1949160;26360;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (63);23;;;1975520;4880;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"3;-27 (1)";23;1;6;1973520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;6;;Construccion;;;;;
Clara Azurmendi;"-4;18 (1)";23;2;2;1974600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;Modificada/Finta;Construccion;;;;;
Line Kjaersfeldt;"-12;-43 (1)";23;3;8;1974640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Attack;;;;;
Clara Azurmendi;"4;36 (1)";23;4;7;1975440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Attack;;;;;
Line Kjaersfeldt;"-3;-41 (2)";23;5;7;1975800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Defence;;;;;
Clara Azurmendi;"-13;12 (2)";23;6;1;1976320;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"19;-54 (1)";23;7;Out;1976320;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT SIDE;;;;;Construccion;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (63);23;;;1980400;17240;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (64);24;;;1997640;2000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
